,Civilité,Year,Type,section,Nationalité,ISO_code
2141,Miss,2009-2010,Bachelor,Computer Science,Swiss,
2142,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2143,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2144,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2145,Miss,2009-2010,Bachelor,Architecture,Swiss,
2146,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2147,Mister,2009-2010,Bachelor,Architecture,Swiss,
2148,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2149,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2150,Mister,2009-2010,Bachelor,Civil Engineering,French,
2151,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2152,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2153,Mister,2009-2010,Bachelor,Architecture,Swiss,
2154,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2155,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2156,Miss,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2157,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2158,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2159,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2160,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2161,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2162,Miss,2009-2010,Bachelor,Architecture,Swiss,
2163,Miss,2009-2010,Bachelor,Architecture,Swiss,
2164,Mister,2009-2010,Bachelor,Architecture,Swiss,
2165,Mister,2009-2010,Bachelor,Architecture,Swiss,
2166,Miss,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2167,Miss,2009-2010,Bachelor,Architecture,Canadian,
2168,Mister,2009-2010,Bachelor,Architecture,Swiss,
2169,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2170,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2171,Miss,2009-2010,Bachelor,Civil Engineering,French,
2172,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2173,Mister,2009-2010,Bachelor,Architecture,French,
2174,Mister,2009-2010,Bachelor,Mechanical Engineering,Tunisian,
2175,Miss,2009-2010,Bachelor,Mechanical Engineering,French,
2176,Miss,2009-2010,Bachelor,Architecture,Swiss,
2177,Mister,2009-2010,Bachelor,Architecture,French,
2178,Mister,2009-2010,Bachelor,Civil Engineering,French,
2179,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2180,Mister,2009-2010,Bachelor,Architecture,Swiss,
2181,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2182,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2183,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,French,
2184,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
2185,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2186,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,Swiss,
2187,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2188,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2189,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Brazilian,
2190,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2191,Mister,2009-2010,Bachelor,Architecture,Swiss,
2192,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2193,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2194,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2195,Miss,2009-2010,Bachelor,Architecture,Swiss,
2196,Mister,2009-2010,Bachelor,Physics,Swiss,
2197,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2198,Mister,2009-2010,Bachelor,Architecture,Swiss,
2199,Miss,2009-2010,Bachelor,Architecture,Swiss,
2200,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2201,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2202,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2203,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2204,Mister,2009-2010,Bachelor,Architecture,Swiss,
2205,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Senegalese,
2206,Mister,2009-2010,Bachelor,Microengineering,Polish,
2207,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2208,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2209,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2210,Mister,2009-2010,Bachelor,Physics,Swiss,
2211,Miss,2009-2010,Bachelor,Chemistry and Chemical Engineering,ivoirienne,
2212,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Senegalese,
2213,Mister,2009-2010,Bachelor,Microengineering,Spanish,
2214,Mister,2009-2010,Master,Computer Science,Swiss,
2215,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2216,Mister,2009-2010,Passerelle HES,Passerelle HES,Togolese,
2217,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2218,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2219,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2220,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2221,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2222,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2223,Mister,2009-2010,Master,Communication Systems,Turkish,
2224,Mister,2009-2010,Master,Mechanical Engineering,Iranian,
2225,Mister,2009-2010,Bachelor,Physics,Swiss,
2226,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2227,Miss,2009-2010,Bachelor,Microengineering,Swiss,
2228,Miss,2009-2010,Master,Electrical and Electronics Engineering,Indian,
2229,Mister,2009-2010,Bachelor,Microengineering,French,
2230,Miss,2009-2010,Master,Computer Science,American,
2231,Miss,2009-2010,Master,Physics,Portuguese,
2232,Mister,2009-2010,Master,Civil Engineering,American,
2233,Mister,2009-2010,Master,Communication Systems,Indian,
2234,Mister,2009-2010,Master,Physics,Indian,
2235,Miss,2009-2010,Master,Mechanical Engineering,Romanian,
2236,Mister,2009-2010,Master,Management,Indian,
2237,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,Nepali,
2238,Mister,2009-2010,Master,Electrical and Electronics Engineering,Iranian,
2239,Mister,2009-2010,Master,Life Sciences and Technologies,Indian,
2240,Mister,2009-2010,Master,Environmental Sciences and Engineering,Vietnamese,
2241,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2242,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2243,Miss,2009-2010,Master,Communication Systems,Taiwanese,
2244,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2245,Miss,2009-2010,Master,Molecular & Biological Chemistry,Swiss,
2246,Mister,2009-2010,Master,Computer Science,Vietnamese,
2247,Mister,2009-2010,Master,Computer Science,Vietnamese,
2248,Mister,2009-2010,Master,Mechanical Engineering,Canadian,
2249,Miss,2009-2010,Master,Bioengineering,Georgian,
2250,Miss,2009-2010,Master,Computer Science,Turkish,
2251,Miss,2009-2010,Bachelor,Computer Science,Iranian,
2252,Mister,2009-2010,Master,Computer Science,Georgian,
2253,Mister,2009-2010,Master,Communication Systems,Turkish,
2254,Miss,2009-2010,Master,Communication Systems,Chinese,
2255,Mister,2009-2010,Master,Physics,Spanish,
2256,Miss,2009-2010,Master,Computer Science,Serbian,
2257,Miss,2009-2010,Master,Architecture,Canadian,
2258,Mister,2009-2010,Master,Materials Science and Engineering,French,
2259,Mister,2009-2010,Master,Communication Systems,Moroccan,
2260,Miss,2009-2010,Master,Chemical Engineering and Biotechnology,Iranian,
2261,Miss,2009-2010,Master,Architecture,French,
2262,Miss,2009-2010,Master,Architecture,Swedish,
2263,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2264,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2265,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2266,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2267,Mister,2009-2010,Bachelor,Architecture,Peruvian,
2268,Mister,2009-2010,Bachelor,Physics,Swiss,
2269,Mister,2009-2010,Bachelor,Microengineering,French,
2270,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2271,Miss,2009-2010,Bachelor,Life Sciences and Technologies,French,
2272,Mister,2009-2010,Bachelor,Architecture,Swiss,
2273,Mister,2009-2010,Master,Mechanical Engineering,Iranian,
2274,Mister,2009-2010,Bachelor,Physics,Italian,
2275,Mister,2009-2010,CMS,CMS,Swiss,
2276,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2277,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2278,Mister,2009-2010,Bachelor,Physics,Swiss,
2279,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2280,Mister,2009-2010,Master,Electrical and Electronics Engineering,French,
2281,Miss,2009-2010,Bachelor,Architecture,French,
2282,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2283,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2284,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,French,
2285,Mister,2009-2010,Bachelor,Mechanical Engineering,French,
2286,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2287,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2288,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2289,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2290,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2291,Miss,2009-2010,Master,Chemical Engineering and Biotechnology,Chinese,
2292,Mister,2009-2010,Bachelor,Architecture,Swiss,
2293,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2294,Mister,2009-2010,Bachelor,Physics,Swiss,
2295,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2296,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2297,Mister,2009-2010,Bachelor,Physics,Hungarian,
2298,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2299,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2300,Mister,2009-2010,Bachelor,Communication Systems,French,
2301,Mister,2009-2010,Bachelor,Civil Engineering,Spanish,
2302,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2303,Mister,2009-2010,Bachelor,Mechanical Engineering,French,
2304,Miss,2009-2010,Bachelor,Architecture,Swiss,
2305,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2306,Mister,2009-2010,Bachelor,Physics,Swiss,
2307,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2308,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2309,Miss,2009-2010,Bachelor,Mechanical Engineering,French,
2310,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,French,
2311,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2312,Mister,2009-2010,Bachelor,Microengineering,Lebanese,
2313,Mister,2009-2010,Bachelor,Physics,Swiss,
2314,Miss,2009-2010,Bachelor,Mathematics,French,
2315,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2316,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2317,Mister,2009-2010,Bachelor,Physics,Swiss,
2318,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2319,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2320,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2321,Mister,2009-2010,Bachelor,Architecture,Swiss,
2322,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2323,Mister,2009-2010,Bachelor,Physics,Swiss,
2324,Miss,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2325,Mister,2009-2010,Bachelor,Physics,Swiss,
2326,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2327,Miss,2009-2010,Bachelor,Architecture,Swiss,
2328,Miss,2009-2010,Bachelor,Physics,Iranian,
2329,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2330,Miss,2009-2010,Bachelor,Electrical and Electronics Engineering,Iranian,
2331,Mister,2009-2010,Bachelor,Architecture,French,
2332,Miss,2009-2010,Bachelor,Life Sciences and Technologies,French,
2333,Miss,2009-2010,Bachelor,Architecture,French,
2334,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,French,
2335,Mister,2009-2010,Bachelor,Mathematics,French,
2336,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Colombian,
2337,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2338,Mister,2009-2010,Bachelor,Physics,Swiss,
2339,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2340,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,German,
2341,Miss,2009-2010,Bachelor,Architecture,French,
2342,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2343,Miss,2009-2010,Bachelor,Life Sciences and Technologies,French,
2344,Mister,2009-2010,Bachelor,Mechanical Engineering,Belgian,
2345,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2346,Mister,2009-2010,Bachelor,Microengineering,Venezuelan,
2347,Miss,2009-2010,Bachelor,Mathematics,Tunisian,
2348,Miss,2009-2010,Bachelor,Architecture,Swiss,
2349,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2350,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2351,Mister,2009-2010,Bachelor,Mechanical Engineering,French,
2352,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2353,Miss,2009-2010,Bachelor,Architecture,Swiss,
2354,Miss,2009-2010,CMS,CMS,French,
2355,Mister,2009-2010,Bachelor,Physics,French,
2356,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2357,Miss,2009-2010,Bachelor,Chemistry and Chemical Engineering,French,
2358,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2359,Mister,2009-2010,Bachelor,Microengineering,Japanese,
2360,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2361,Mister,2009-2010,Bachelor,Civil Engineering,French,
2362,Mister,2009-2010,Bachelor,Computer Science,French,
2363,Miss,2009-2010,Bachelor,Computer Science,Swiss,
2364,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2365,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2366,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2367,Miss,2009-2010,Bachelor,Architecture,Swiss,
2368,Mister,2009-2010,Bachelor,Architecture,Swiss,
2369,Miss,2009-2010,Bachelor,Civil Engineering,Swiss,
2370,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2371,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,French,
2372,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2373,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2374,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2375,Mister,2009-2010,Bachelor,Physics,French,
2376,Mister,2009-2010,Bachelor,Physics,French,
2377,Mister,2009-2010,Bachelor,Architecture,Swiss,
2378,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2379,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2380,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2381,Mister,2009-2010,Bachelor,Civil Engineering,French,
2382,Miss,2009-2010,Bachelor,Architecture,Swiss,
2383,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2384,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2385,Miss,2009-2010,Bachelor,Civil Engineering,French,
2386,Mister,2009-2010,Bachelor,Civil Engineering,French,
2387,Mister,2009-2010,Bachelor,Mechanical Engineering,Lebanese,
2388,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2389,Miss,2009-2010,Bachelor,Mathematics,Swiss,
2390,Mister,2009-2010,Bachelor,Civil Engineering,French,
2391,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2392,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2393,Mister,2009-2010,Bachelor,Civil Engineering,Romanian,
2394,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2395,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2396,Miss,2009-2010,Bachelor,Architecture,Swiss,
2397,Mister,2009-2010,Bachelor,Physics,Swiss,
2398,Miss,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2399,Mister,2009-2010,Bachelor,Architecture,Swiss,
2400,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2401,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Portuguese,
2402,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,French,
2403,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2404,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2405,Mister,2009-2010,CMS,CMS,Swiss,
2406,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2407,Mister,2009-2010,Bachelor,Architecture,French,
2408,Miss,2009-2010,Bachelor,Life Sciences and Technologies,French,
2409,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2410,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2411,Miss,2009-2010,Bachelor,Architecture,Iranian,
2412,Mister,2009-2010,Bachelor,Architecture,Swiss,
2413,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2414,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2415,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2416,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
2417,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2418,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2419,Miss,2009-2010,Bachelor,Mathematics,Swiss,
2420,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2421,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2422,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
2423,Mister,2009-2010,Bachelor,Computer Science,Swiss,
2424,Miss,2009-2010,Bachelor,Architecture,Swiss,
2425,Miss,2009-2010,Bachelor,Civil Engineering,Swiss,
2426,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2427,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2428,Miss,2009-2010,Bachelor,Architecture,French,
2429,Mister,2009-2010,Bachelor,Mechanical Engineering,French,
2430,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,French,
2431,Mister,2009-2010,Bachelor,Physics,French,
2432,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2433,Mister,2009-2010,Bachelor,Mathematics,Moroccan,
2434,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2435,Miss,2009-2010,Bachelor,Architecture,Swiss,
2436,Mister,2009-2010,Bachelor,Physics,Swiss,
2437,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2438,Mister,2009-2010,Bachelor,Architecture,Swiss,
2439,Mister,2009-2010,Bachelor,Microengineering,Swiss,
2440,Mister,2009-2010,Bachelor,Physics,Swiss,
2441,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
2442,Mister,2009-2010,Master,Computer Science,French,
2443,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2444,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2445,Mister,2009-2010,Master,Mathematics,luxembourgish,
2446,Miss,2009-2010,Bachelor,Civil Engineering,luxembourgish,
2447,Mister,2009-2010,Bachelor,Computer Science,Danish,
2448,Miss,2009-2010,Bachelor,Chemistry and Chemical Engineering,érythréenne,
2449,Mister,2009-2010,Bachelor,Mathematics,Swiss,
2450,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2451,Miss,2009-2010,Bachelor,Architecture,Swiss,
2452,Mister,2009-2010,Bachelor,Architecture,Swiss,
2453,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2454,Miss,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
2455,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
2456,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2457,Mister,2009-2010,Bachelor,Architecture,Swiss,
2458,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Swiss,
2459,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
2460,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
2461,Miss,2009-2010,Master,Environmental Sciences and Engineering,Chinese,
2462,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,Swiss,
2463,Mister,2009-2010,Bachelor,Electrical and Electronics Engineering,Spanish,
2464,Miss,2009-2010,Bachelor,Mechanical Engineering,Spanish,
2465,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
